Tweets,Decision
@metrolynn_ asscock,no
@harukawasora naomi is the one who wrote it you asscock,no
rt @tvalberto: miss @bustykimber asscock https://t.co/7omsx0jxnb,no
i have a school tomorrow wow this is fuckballs asscock penis kind of shit,no
@thetruejambino for real i know girls who go out and come back shitfaced and they only paid for the uber there. no entrance drinks zero.,no
someone come get shitfaced w me pls,no
hope everybody i work with has fun going back this week. i'll be gettin' shitfaced everyday &amp; gettin' paid for it!,no
can't wait til i can go out get shitfaced again and make people's life a misery!,no
i'll never shit on the cast of jersey shore if there was a tv show with me getting consistently shitfaced the world would hate me too,no
ive only rly been drunk once n i wasnt like shitfaced drunk yk,no
i was absolutely shitfaced last night and saw so many people i knew https://t.co/3eclmzitg3,no
@madalix14 @pinkiecubitt thank you __ gonna get shitfaced after dinner can't wait! __,no
rt @_iamlewis: before i go and get shitfaced merry christmas to all my friends and followers ______,no
slept in a cot and said cunt in front of my mates nan on facetime all in all a very good christmas still absolutely shitfaced ____,no
rt @sickbraat: i'm already shitfaced but where the parties @ tonight,no
one of the nights where i can absolutely get shitfaced becuase it's new years but i don't want to because i finally dont feel sick :(,no
@ericbristow as long as cullen isn't as shitfaced as he was at players champs v barneveld,no
she wanted pics before we get shitfaced... https://t.co/iql47bvy4o,no
the fact that 2017 is kicking off with don lemon trending because he got totally shitfaced on live tv is just *perfect*.,no
@jasoncamfield7 @paulrown he might not be on bus. going to cuba from manchester monday so stopping over. i'll be shitfaced before ko,no
rt @_aidan_r3ynolds: the legal drinking age in haiti is 16 so both me and @wubbietv get to get shitfaced,no
"@jf @termie let's be honest. it means ""get shitfaced on the booze."" ...and then do lines of mtg.",no
@clarissaalcorta and we're gonna be shitfaced in austin,no
rt @jrwayne04: driving my mother home after getting shitfaced at a christmas party 2/10 experience,no
bby shitfaced on the way...,no
rt @eddisode: im gonna get shitfaced and astral project to chips house and pistol whip his fucken parents,no
help my friends are shitfaced!!,no
we are sat on a bridge getting shitfaced ft a box of nuggets' -keira 2k16,no
totally shitfaced ____ the fix was dope!,no
rt @ihateschuyler: roses r dead violets are a waste i like u 2 much i wanna get shitfaced,no
@c__parker go clubbing and get shitfaced __,no
get shitfaced sober up take more shots everyone else proceeds to go to sleep #thisis2017not2016growup,no
10/10 would love to get shitfaced tonight,no
"rt @kennacrane: ""oh you know @joshliofficial"" yea funny story i met him over facetime shitfaced eating pancakes at like 5 am",no
@grimmy_coyote the few times i've been totally shitfaced drunk my typing was 100% unaffected.,no
@nadiathevirgin nadia even if i'm stumbling around shitfaced i wouldn't grab the beer xjsjsj,no
i just beat a hunter while utterly shitfaced. thats how bad your class is idiot,yes
kiss me i'm shitfaced funny humor belt buckle https://t.co/us27naktbj https://t.co/afk4q9ebzw,no
so i've been shitfaced for 24 hours already.....,no
guy next to us- watch your drinks! us-why? (worried about rookies). gntu- cause this is water. *puzzled looks* gntu- cause i'm shitfaced...,no
@icze4lion very typically western tbh. although we get shitfaced the night before not on christmas day :3,no
@mimi_89867 lol i told des to pick me up im trying to be shitfaced too text him to send u a uber,no
how shitfaced was i in order to make this thread https://t.co/k5pg4r9kxy,no
i foresee myself getting shitfaced tonight,no
she woke my dad up he called me it was a big deal but i sweet talked my way out of it got shitfaced high then snuck back in &amp; fell asleep.,no
tonight started with me and my mum trying to stand on her bed without hands now i'm shitfaced in spoons,no
i told my mom i was going to colin's last night and not going out and i got absolutely shitfaced on mass st. instead.,no
rt @millieefayy: need to get shitfaced this weekend,no
wait y'all it's new years eve i'm gonna get so shitfaced tonight,no
@silvercosmoh are you shitfaced?,no
@monsters_bride it is it is. apparently my mind is its most creative self when i'm shitfaced lel,no
when i was shitfaced over xmas and new year last year never thought for xmas and new year 2016 i'd be pregnant and not even able to drink_____,no
so who wants to catch these hands and then get shitfaced after? https://t.co/5b9lbxjden,no
@cgquarterly get shitfaced with me and my buddies now you're invited lol,no
rt @tanklinn_: ready to get shitfaced tonight and end christmas wit my niggas __,no
@h0t_coco my mom rathers me be baked off my ass than dealing with me shitfaced,no
rt @georgiee1999: absolutely buzzing to get shitfaced with the best people later__,no
when you find that balance between pleasantly buzzed and shitfaced via /r/trollxchromosomes ƒ https://t.co/1xkjmpguas,no
rt @mlyrse: @tompeterodell happy new year tom hope you're planning to get shitfaced tonight xx,no
rt @gentlemanchan69: growing up is sad lets get shitfaced to forget about it,no
rt @derekbrandle: you can be shitfaced just not in front of the wheel. be safe everyone,no
everyone was absolutely shitfaced last night,no
ever wanna get shitfaced so you forget everything? i do.,no
good morning i wish exo had spent new years abroad just to see how shitfaced they got in airport previews,no
@liverbird_south love it. should go for a bevvy nex time ur up here...get proper shitfaced ha.,no
oh wow.. someone was shitfaced when they made these signs ____ https://t.co/pms2jgxnny,no
where i'm from we call it shitfaced,no
these parents behind me acting like i'm not about to be shitfaced with their kid at least 13 times this semester like??? it's college bro,no
mrw i'm desperately trying to cover-up how shitfaced i really am and wondering if the people around me are buying it https://t.co/trcqajiueq,no
ive been sober for 9 months gotta get my chip' 'weve been shitfaced for 31 hrs' 'thts no reason for me to not get my chip??',no
@re_claire i'll be shitfaced tonight.,no
make sure to call a cab tonight. they'll also be shitfaced but who cares if they get arrested.,no
@en_lilith i'm fuckin shitfaced~,no
"like when one of your best friends is shitfaced and tells you to chill w/the shameless flirting bc they would ""def stick it in ya""",no
the lovely mrs. #kookymaki was sent on errand for rum that turned into errant. people are shitfaced on #eggnog already. #151 #rumamatuer,no
i haven't read #toolsoftitans by @tferriss but i'm really hoping that one of the common practices is getting shitfaced most friday nights..,no
why can't i be 21 already?! i'm so eager to get shitfaced in d.c. with @k8linroddy __,no
rt @nandotothe: last night i was shitfaced,no
i appear to be the only person on the planet who sees no reason for uber. drive yourself. be an adult. don't get shitfaced away from home.,yes
rt @xxgeeharperxx: i just want to get shitfaced and not have a worry in the world,no
@kymtje shitfaced munted para newted,no
dad's so shitfaced we've had to send him to bed,no
i love storm he even helped me shower when i was shitfaced and then held me when i cried i love him,no
i gotta get shitfaced on my birthday bc i'll never get shitfaced again,no
esports shitfaced party people. we usually are walking distance from hotel. if you have to drive tonight be safe__ see ya in 2016 #csgo __,no
.@northvanmike - not shitfaced not quite sober. just hungry after work and tired of saltines...,no
twitter sizes this look so good rn but delivering everyone shitfaced back fuck yall,no
you know you've reached a milestone when you get absolutely shitfaced but still make it home with your money and id,no
@dbzdoll i like to think i am. when i'm shitfaced lol,no
nothing says christmas like getting shitfaced with the fam,no
rt @hungryhippo6000: anybody else shitfaced and awake?,no
i wish i was shitfaced rn fml,no
rt @stevepwelch: anyone wanna get shitfaced and go lzr tagging.,no
@kylegriffin1 @halliejackson maybe they'll show up at the ball shitfaced.,no
breaking: matthew wade and james hird got shitfaced with bob hawke last night bob is fine #ausvpak,no
rt @jussstiineee: happy birthday bea __ i hope u have a wonderful day get tons of hot cheetos and probs get shitfaced __ @xobeea (:,no
#NAME?,no
@joe_snowdon i can't wait! let's get shitfaced! ____,no
shitfaced #doitfordale,no
@matador_shark getting shitfaced in the bush capital,no
#cheersmusic mu song #shitfaced ____ happy new year #drinkandsurvive more &gt;&gt; https://t.co/psuqj5rk2k,no
@robyn_diver happy birthday to the girl i miss most in my life. love you bab have the best day get absolutely shitfaced make me proud______xxx,no
when you on call for the weekend so you can't get shitfaced ____,no
hmm we're ridin the aftershock of 2016 thts fine tho... imma get shitfaced later today im gonna fuckin do it thats my first 2017 goal,no
rt @alexannndraa_: @gracee__conyers holy shitfaced ______ ily____,no
*shitfaced at party - caves in bros face with bare hands* bro 1: thanks for that bro. i love heart to hearts with the bros. bro 2: *gluck*,no
was getting shitfaced a day before new year's eve a good idea?,no
don lemon is fucking shitfaced.,no
ok i ordered a roadhog inspired dildo when i was shitfaced and it got here today and holy shit i swear it rearrangeƒ https://t.co/ho7z4z7raj,no
i'm absolutely shitfaced at work and idk man can't be safe,no
@soledadobrien @stljv @jakew1967 @cnn @cbs i couldn't believe itlemon was shitfacedwhich could have been funnyonly he was slobbering __ugh,no
@papanomalyxd you both get shitfaced and then make a video.,no
@ashandani obvs cant do that if i'm out getting shitfaced,no
i intend to get shitfaced today with or without my family,no
when you're at matty jarmaine's party and hit the floor before you hit the dab because you're shitfaced. #whenu4get2dab,no
getting shitfaced like it was march lmao https://t.co/kekbqxqjca,no
@gingerr_ally shitfaced walking home,no
i got shitfaced and puked all over the place last night but i'm still cute https://t.co/258i0rpzrn,no
how do i always get so shitfaced on christmas eve,no
omg ask mr questions im shitfaced woooo https://t.co/uefcpphhm4,no
@mozza_leeds get shitfaced and smile! #christmasisforpissheads,no
always that one family member who's #shitfaced before everyone else __ https://t.co/qm5zu50oih,no
@mydixienormus48 when all your marines are getting married but the only thing you got is getting shitfaced every weƒ https://t.co/da7azrjcap,no
happy happy getting shitfaced by myself,no
i shitfaced,no
when youre mother gets shitfaced for days an ruins new year. #happy2017,no
@c_roscoeharper @dankqueso @ghorvath34 yeah i'm just shitfaced.,no
just want it to be christmas day so i can crack open a few bottles of prosecco and get fkn shitfaced,no
rt @danmeatsix: is everyone off out to get shitfaced ? #xmaseve,no
i'm not quite shitfaced because i have work in 12 hours but my parents sure are,no
@nickyteases_ too bad you're gonna be shitfaced in vegas instead __,no
@chuckw12 @cheena1 yes the us is shitfaced more than any other country has ever been right now.,yes
the queen has had to cancel her trip to church today cos she'll still shitfaced after last night,no
everybody have a nice break get fucked up get shitfaced do you!!,no
if 2016 was a person it would be that uncle that always gets shitfaced and reveals too much about himself at family gatherings,no
rt @schnobbevom: @iron__jesse @iron_daan @nemors3 succes. i'm shitfaced lost and my jacket is gone. https://t.co/wqmnm4m9r8,no
mad that i can't get over shitfaced,no
@donlemon got shitfaced drunk on the job &amp; wouldn't criticize an act of domestic terrorism committed on disabled boy.@cnn will promote soon,no
@uwured watching you getting shitfaced &gt; family,no
wait no theresn drunk tipsy and shitfaced tipsy is the weakest level so i think im that,no
my christmas who wants to get shitfaced with me? you're not having a cheese straw though bring your own. https://t.co/tdlsnoyma1,no
i don't drink but when i do i'm shitfaced before the party even starts,no
@whoaisthatmars new years come over we'll go to the square cafe then get shitfaced,no
if i had a shot of booze every time romesh ranganathan played the race card in the big fat quiz i'd be shitfaced by now. what a prick,no
i'm at the dentist....and i'm shitfaced i hope the coffee covers the smell of gin lol,no
my only aim for tonight is to not get so shitfaced that i throw up in the trent __,no
merry christmas @bredfromrage. have a blast. get shitfaced. https://t.co/m8buvjhmuk,no
@parkermolloy unless you're shitfaced high and naked i always say!,no
rt @clubeskimom: lmao crush is shitfaced drunk tryna strip dean https://t.co/jlmi1xxoqy,no
rt @420uklife: when weed is legal in uk the queen be like ..... one is ready to get shitfaced #royal420 https://t.co/lqrrecwdcu,no
rt @alexfrmtheblock: going into 2017 shitfaced on the real ____,no
rt @emilychrisssyy: hbd bestfriend___i love and miss you sm 1 year away from legal shitfaced nights!!! enjoy some classic pics of greatƒ,no
@tonybolonie99 getting shitfaced for your birthday is the only way to do it. __,no
@guardian wanker who got shitfaced on drugs and endangered everyone selfishly when he drove his car. who cares if he had a nice voice?,yes
we can get shitfaced and take turns sucking the air out of the closet as a huge shit-eating idiot who is unforgivably stupid.,no
i need someone who cares about things other than going out and getting shitfaced any chance they get sigh,no
when your shitfaced at 03:00 am but the night is just supposed to get started... #,no
im ready to get shitfaced! ____,no
@bbcworld @georgemichael no pictures of him bumming strange men in public toilets or crashing his range rover while shitfaced on drugs.,no
"christen is going to be ""the shitfaced one"" tonight #thebachelor",no
in less than 24 hours i will be shitfaced in a bar in canada... so i just need to get through the day ______,no
i'm so shitfaced right now,no
can it be friday so i can be out getting shitfaced with patty and hannah?,no
"my mom and i are havin a convo and she goes ""yea i got pretty lit last night...like super shitfaced""",no
@queeenmel we're getting shitfaced,no
@bruhimpatrick you get shitfaced?____,no
i've been home for 4 days. been shitfaced everyday.,no
@woozyyouth i know for a fact i'll have one on new years i can't get shitfaced without them,no
@fiows__ they manage to steal one of their dads beers on new years now everyone that didn't go out and get shitfaced off of 1 can is a nerd,no
rt @reptilianhybrid: *shitfaced at party - caves in bros face with bare hands* bro 1: thanks for that bro. i love heart to hearts with theƒ,no
@chelseahandler will this be before or after your shitfaced drunk?,no
getting shitfaced last night wasn't worth it at all,no
@donlemon should be fired. shitfaced on air acting like an idiot and now defending these racist dogs #blmkidnapping https://t.co/oh8djs9ixa,no
might get shitfaced tonight yall,no
we had a carlie/chloe day where we didn't get completely shitfaced.,no
time to get shitfaced drunk! bottoms up.,no
got you so so shitfaced though ______,no
@zarrefdani im so shitfaced rn lmaoo but i have some pics coming soon i think,no
two months till i can get shitfaced in 'berta ____,no
so... ? beside it being new years is it the norm nowadays to go out n get shitfaced beyond all points of human relations ? or am i crazy?,no
"so what are you plans for new year's? ""getting shitfaced while playing bubble bobble with my gf."" bubble bobble drinking game. 12/31/16.",no
rt @daaniellehaall: @robyn_diver happy birthday to the girl i miss most in my life. love you bab have the best day get absolutely shitfacedƒ,no
rt @meganpopee: i can't wait to get absolutely shitfaced tonight __,no
rt @bbymadeline: being an adult means working 40+ hour weeks and then getting shitfaced on the weekends #tgif,no
"@nih1l i'm just imagining you loudly proclaiming ""it's time to get shitfaced!""",no
@jamesieeboi maybe bc i'm trying to work out. but then i see these fake ass tweets about getting shitfaced. i had to jump in,no
i wanna get shitfaced,no
so happy i can get shitfaced off of wine and not wanna die the next day,no
rt @jullissac22: i wanna get shitfaced tonight,no
@codyhebner @stunna we getting shitfaced tonight? https://t.co/mpnbrtygg2,no
wearing a choker on a night out is nice and all that until it comes to 4 in the morning &amp; you're shitfaced trying to get the fucker off,no
@agentcbarton that's completely untrue. we go out. you just don't go get shitfaced anymore.,no
rt @drunkbrown: fuck drunk i get shitfaced.,no
that moment when you realize that you're shitfaced,no
@melyxxza it's hella annoying like why drive and then get shitfaced af and not have a way back home __ i be getting called like at 3-5am,no
*gets shitfaced on christmas eve throws up and has my mother ditch me at a christmas party*,no
rt @swearwolfe: what should we play for shitfaced&amp;scared! tonight? @dnr_crew @hyperrts @calzhyrts @shoutgamers @twitchgrow #supportsmallstrƒ,no
im literally so shitfaced and i want to stream osu! yes no? maybe?,no
dinner eaten now time to get shitfaced drunk,no
rt @bostonradio: media is focusing on how shitfaced floyd was but no one is giving any credit to scottsdale pd who very likely prevented veƒ,no
"#iggypop i had agreed with this before i realised it didn't actually say ""shitfaced"" https://t.co/qswqlwyi3y",no
shitfaced is gonna be me tonight,no
i am adopting this as my new emoji for being the right kind of drunk.*shitfaced (but happy) https://t.co/55gqvvbdqq,no
having you as a best friend (and an ayah) (das right shithead i still haven't forgot the ayah fic) is a bliss.,no
rt @pogbesque: hahahahahaahaahhahh fuck off moyes get rekt you fucking cunt hope your nan dies you shithead,no
@enewill our shithead of the day award goes to @teddybayer,yes
love that the killing of a store owner in my 'hood is being made into gang initiation conspiracy and not some shithead botching a robbery.,yes
shithead at the bar was trying to promote this when i was ordering i'd rather be anywhere else https://t.co/qedstbqg6q,yes
@washingtonpost he's still anakin. anakin was shithead who would not b above a pun. also thought it was hilarious. 2nd scene made up for it,no
rt @zeitgeistbabe: now this is interesting. i know people in wi were disenfranchised illegally by resident shithead @govwalker. it's nƒ,no
for that fvcking bullshit. dont know how to handle a relationship stupid shithead. https://t.co/dvmq0ybynv,yes
@jtmilam_ a literal shithead. he also has to choke and or die. what ____ the ____ fuck ____ was ____ carrie ____ thinking ____.,no
welcome to the twitter world honey! thanks for loving me almost as much as you love the other assbag in this picturƒ https://t.co/mcshxqdvry,no
johan botha seems like a complete cockhead! nice catch tho! #bbl06,no
bighead cockhead crackhead deckhead dickheads forehead pinhead sickbed smackhead this is our cabinet!,no
"@chillmeister_ my fav is the dude like ""whatcha mean y'all don't wanna go out &amp; spend money! broke asses! so we going? aight...pick me up""",no
"people like @bren_rem have no empathy for disabled folks. she says it's ok to say ""fucktard"" show some fucking empathy you garbage human",no
@georgesoros you are a failed jew nazi sympathiser leftist fucktard. die old piece of shit! fuck you soros https://t.co/jsbnxt13ra,no
spent 5 nights assuming quilt cover was faulty. too much cover not enough quilt. turns out i put quilt in the wrong way. fuckhead.,yes
dvr the game just saw 4th goal all mcdonaugh's fault he put it right to the middle and then fuckhead #5 once again throws lundqvist off #nyr,no
@mrblaketimothy @chmpy_ ima give you a wedgie you dumb idiot school shooting add having fuck go head butt your fathers nut sack fuckhead,yes
sanders talking about protecting social security is somehow bad but fuckhead who wants another scalia is worthy of a hard-on. bizarre.,no
@realdonaldtrump what kind of stupid fucking moron tweets horrible things about a show they produce? fucking ass-hat. what a #loser #fool,yes
so allen says he does not intend to trip another player. does this mean there was a plan going into these other games? kid's an ass-hat,no
asswipe cunt damn pussy,no
@femitheist he has always been a asshat when it comes to stuff like this.,yes
@msnbc steve cortes is an asshat. the american people didn't vote for trump. time to get your head out of your ass,no
@powpow39 @justintrudeau then maybe you should have done some research before voting asshat,yes
@romiiones @sethscohn it was for 1 day asshead. ass a joke. stop being home of phobic.,yes
@umismith1 @xcrvene @dwolfman54 @jatapps @oldbrit2011 @ok2disagree @dtraynier ah a punk ass bitch. typical atheist. let's go shithead.,no
@piques15 it is for people like you that we white people as a race are fucking shit. hope you suffer as immigrants do mf shithead snob,no
it's called pay for play and he will play a lot for donald shithead trump b/c the ah wants more money then putin https://t.co/uipenynn2y,no
@ken_picard @seven_days @peterwelch your daughters pussy u lil fuckn shithead? u wanna piece of me honey? did u finger her?,no
@rashfordrefined i'll bang u shithead,no
"rt @lewisno1fan: when you do a google search of that racist shithead farage the first search coming up is ""farage german passport"".ƒ",no
@seanhannity @kellyannepolls where's the fucking birth certificate shithead? now u want people to respect the pres.ƒ https://t.co/f7uhvy5wlt,no
cockhead expanding sperm into my unprotected cunt https://t.co/bxlwlulok7,no
rt @sleazypunjabi: indian hot desi guy dadbod jerking off. enjoy his sexy hairy chest pubes and that cockhead #indiangay #desigay https://ƒ,no
ultra big cockhead https://t.co/q3msvoxoj5,no
"me--devour my cunt darling--i'm coming coming!!!"" glynn felt his mother's pussy snap on his cockhead felt the inner sheathing of her...",no
"rt @bruce_ian: @nathaningz you're doing ""cockhead"" superbly",no
ladyboys cockhead is too big for her fruends ass https://t.co/95pg95xwgs,no
_ maybe. . but wait is a cockhead the head of your dick buffy? _ oh boy.,no
"this is what i call ""lightly scraping her teeth on his cockhead"" https://t.co/cvhttdb0jp",no
expanding cockhead sperm my cervix https://t.co/sqvwomnpw8,no
@lewdjammerlammy &lt; inch uncut veiny throbbing bbc. he was vigorously stroking it aiming his wide cockhead toward the inside of the &gt;,no
me milking a large penis - post cum cockhead teasing https://t.co/znr0dzuulv,no
uncut cockhead close up precum https://t.co/kknyflcxvs,no
fat cockhead cumshot https://t.co/w421l275ds,no
rt @luv2cucum: esme held her favourite toy hard against jeff's cockhead as she teased his cum out of it https://t.co/wyhpdjh1tu,no
bareback gay cockhead https://t.co/dicoaklt3h,no
seductress sucks cockhead https://t.co/2fna0iuz6s,no
j edging me (poppers vibrator cockhead rubbing) - reloaded https://t.co/8z2z9oav5j,no
teasing my cockhead #fleshlight https://t.co/7tlinh8ycy,no
goth teen licks a cockhead and pushes it inside her https://t.co/c8lcdehxog,no
ejaculation avec cockhead frottee https://t.co/ezvmagkon9,no
"@metalodyssey @richardafowler @verified richard ""race baiting"" fowler is a cockhead",no
__ two of my favorite things cockhead and nipple!!!__follow me and enjoy... https://t.co/vvwr9uqihz,no
cockhead wanking and cumming https://t.co/rmccvg5efv,no
his large cockhead now is wet and super sensitive https://t.co/o5fwugrotq,no
lexi luna reagan lush lauren philips _ three woman pov cockhead teasing https://t.co/k3qtlh6bij,no
me giving a stallion post cum cockhead teasing https://t.co/pb5ftwlh1n,no
mazoute cockhead jouir cum https://t.co/5bmoifio1x,no
@goddessraerae i want bitches who are ready to serve my cock... get on your knees and shine the cockhead showing yoƒ https://t.co/tyfpliplrk,no
pralle cockhead close-up https://t.co/8pii3qgoi0,no
rt @ph4nt4m: leave all that unnecessary hate n shade in 2016 2017 is year of the cock so be a cockhead instead,no
cockhead taking aim at my cunt https://t.co/x0mijuuvmr,no
@paolaaaa__x3 stfu with yo oversized cockhead,no
licking the cockhead waiting for cum https://t.co/tajtuszek3,no
@herotictv you white fucking trash go back to your village cockhead,no
cockhead sperm mygoodwood https://t.co/vkcd9ok4g2,no
my cbt cockhead steelring is causing pure squirting and juicy fun !! https://t.co/vpz2laavlk,no
perfect pussy for my cockhead https://t.co/4fecbcyyaf,no
can't just be me with that one friend who changes into a right prick when he's around more than just you? right little fucking cockhead twat,no
glazed cockhead rub and cum https://t.co/q3emlosl3b,no
long nails cockhead scratch https://t.co/mfwmhzlb6h,no
rt @stretchybutt: in he goes. mmmmm~ the little spines on the back of his cockhead feel amazing &lt;3 https://t.co/p8do2b7fzp,no
doggystyle cockhead cunt my fertile egg https://t.co/apby5mzm4b,no
@alittlecentaur *rubs your cute cockhead spreading around your pre then strokes the rest of your length at a faster pace*,no
me milking a cock - post cum cockhead rubbing https://t.co/230pfyptke,no
#jimmyclay teasing #tonycapucci's cockhead https://t.co/x9lhc2w2ng,no
rt @sexxfactsoflife: ñtease his cockhead until itÍs pulsing and ready to pound your pussy.ñ https://t.co/mrqunupssx,no
rt @clayshanks: josh: fires a huge blast as seth jerks him &amp; eats seth's entire load by sucking on seth's cockhead. #twink #gayporn https:/ƒ,no
his s****r's hips. he caressed her head gently as she began to lick over his cockhead as the darting flicks of her hot wet tongue...,no
rt @mandownsouthxxx: skinned right back on foreskin friday..cockhead ready to please!! #escort #cock #foreskin #foreskinfriday https://t.coƒ,no
cockhead ballooning my fertile vaginal https://t.co/gmp5qpx2sg,no
rt @k_klixen: @avadalush ...she looks so innocent but she destroys your dick... poor cockhead https://t.co/vob2ysyteu,no
rt @luv2cucum: after rubbing his cockhead between ellie's tits her open mouth proves too tempting; chris can't help but unload knoƒ,no
rt @jonnyisfree: this is going to be a wild ride #morningwood #thickcock #cockhead #bb #rawfuck #teambareback https://t.co/gt6awlq8b6,no
@firstmateadri -- swollen cockhead slurping at the pre happily.,no
goth teen licks a cockhead und schiebt ihn inside her https://t.co/w5nd3fgsbl,no
rt @candymaydaily: playing with the cockhead #handjob #interracialporn #bbc https://t.co/nkbjnkfl5e,no
rubberband around cockhead and cum https://t.co/s8lfci8zcb,no
stanky asses ____,no
shout out females w/ phat asses ________________,no
we all love those round brown asses https://t.co/zdcbqicxy2,no
hot girls with nice asses naked https://t.co/ksvbm4u6yh,no
good morning to all the girls who wake up and see that one annoying nigga texting you good morning you ungreatful ugly asses __,no
sleeping asses fucked hot teen https://t.co/vdeo5okiaw,no
sanging asses https://t.co/pghighil8v,no
rt @lsnwvcpjyrvlucy: black asses shemalebareback https://t.co/axp1s52mr4,no
#hot sex dirty hot chiks big asses move https://t.co/ugvld32wjg,no
black titties round asses pics https://t.co/6l5zqzi4wz,no
hot asses milfs disgraced and fucked https://t.co/0gxluctcln,no
nice asses porn https://t.co/1twtynpdwp,no
fat naked asses #nerdy girl anal https://t.co/jmsuujlegj,no
rt @thevinnette: they are fucking out of here rt @sistershanise: i will never fly with your racist asses again @delta fuck y'all,no
https://t.co/zjcou9nayg the ladies don't need a man's touch - asses up: length: 34:20 keywords: cowgirl strap-onƒ https://t.co/tkizk01oz5,no
#hot girls naked asses college girl caught naked outdoor swimming,no
#wives sex story hot beach asses https://t.co/v1oxqkives,no
#girl is seen nude by doctor sexy asses in panties,no
sexy women asses and faces #best blowjob ever seen https://t.co/wx6tcs35ab,no
@cnbc let's take these 2 dicks insurance away &amp; see how they make out.after all the tax payers are paying for their insurance! smacked asses,no
about to come back on live cam for chat _ visit my profile and click the link! #nsfw #porn #sexvideos #asses,no
rt @ngartia: the brits would shove hot eggs up people's asses yo. black pepper and broken bottles up vaginas. they'd smash balls and make yƒ,no
#lesbians fist fucking puerto rican big asses,no
sierra and kim get nasty horny with their bouncing asses! https://t.co/xypkqisiks,no
anastasia brill #tugjob in 1280x720 clip https://t.co/cgmdkpz4qn so today on big tits round asses we have a hot latina ready to get fuck. we,no
#biggest asses fucking nude neighbors wife https://t.co/u7v0vi7lwn,no
slutty big tit bimbos take epais pricks dans leurs asses https://t.co/xyucl3gpsq,no
about to head back on webcam for chat _ visit my profile and click the link! #nsfw #porn #sexvideos #asses,no
ebony sex scene as they shake their asses https://t.co/zcorwvcjeh,no
tanushree sex scene #cute naked asses https://t.co/jqmz12bzoc,no
ugly weirdos do not intrude my privat account with your fagot sodomy bare asses that are disgusting!,no
rt @blacktrannynow: black shemale #shaking asses well - https://t.co/erhf4qvn9v #amateur #amateurshemale #blackshemale #hot #love #solo httƒ,no
#xvideos - amazing asses - https://t.co/yqlozjiptj,no
https://t.co/rpd5hiccix phat webcam asses 59 https://t.co/qrfzszy5k3 #amateurs - #videosporno https://t.co/ourqwxavug,no
forever up ya niggas asses __,no
i only ever see white women and spanish women eating niggas asses. why they teeth be stained,no
don't take notes unless u dating a white girl cause our crazy asses ain't playin w you https://t.co/mxhaxiqak5,no
sexy jocks suck cocks and fuck their asses https://t.co/qqqkk4bx2i,no
"rt @anointed_mouf: my body count is ""god dayum"" &amp; i've only eaten 4 niggas asses so don't think that i'm just going to eat your ass fam doƒ",no
bouncin' ebony asses https://t.co/hujaa7hd9h,no
i was out in lawrence last night and there was a handful of asses i wanted touch __,no
soccer chicks show off their round asses https://t.co/ziz3cbrgal,no
#rican girls wearing thong pics sexy asses bent over https://t.co/x37f3vnprc,no
rt @holytoriblack: click here to watch the movie: https://t.co/sq3plreko3 party asses and titties https://t.co/zbqqizuphc,no
#dogging#milfs#cams#blowjobs#anal#pantyhose: three gorgeous asses are waiting for rough doggy style fuck https://t.co/xeg84f4beh,no
big anal asses 5 https://t.co/4t99aqizvm,no
#denise richards pool sex free white lesbian bbw asses images https://t.co/fpr9whae2e,no
it's a change from smacking choirboys' asses. https://t.co/tgvsaqzrng,no
@realdonaldtrump the berlin attack only proves 100 percent that you are a white national racist you fucktard.,no
@goonertom7 @hobs_n @piersmorgan don't bother mate. the twat is a black panther indoctrinated fucktard,no
@alextpictures00 @miarosexxx i'm not a native speaker but i'll slap my cock against your fugly face all day fucktard,no
then don't hashtag rotheram you fucktard &amp; don't use multiculturalism as an excuse those who rape don't think it'sƒ https://t.co/g85urcj3lm,no
@paperhaus @wayfarer92 @bookschicago milo is 100% racist. he's a self loathing gay. he despises women. he's a fucktard. case closed.,yes
@lourdmcdizz birthday sex! birthday sex! i know u just want me to fucking gamble with u hahah happy birthday fucktard! stay clean__________,no
@darrellissa fuck off you lying racist fucktard. we all know what soulless self aggrandizing whores you are.,no
"@theblaze this ass-hat spent too much time at osama's favorite mosque/hookah bar giving ""high road bj's. what a delusional ass-licker. __________",no
@realdonaldtrump you fucking won ass-hat! shut the fuck up and get to work. how fucking tiny is your penis anyway??,no
@remizmomma clearly a niggy tardust ass-hat like you believes in the myth of race in the first place... fucking real racist!,no
asswipe cumslut penis jerkass fucking shitting,no
crap pissed asswipe cock motherfucking,no
vagina asswipe damn shit prick bastard shitstain,no
...and sometimes its a big black dick with some rich asswipe sucking on the wet end of it. @pperrin @boygeorge,no
lemme lick your saggy titties you slut „ my boobs are not saggy asswipe https://t.co/jp7wqw3qtj,no
rt @lariaerlae: get the fuck off of twitter and do your fucking job you asswipe dickhole https://t.co/cdmuxlfguh,no
motherfuck motherfuck tits shitbrains shitting asswipe motherfuck,no
@realdonaldtrump go fist yourself asswipe you are not and will never be my president. go suck off putin he's dripping. asshole.,no
@aqibtalib21 you're a punk a fucking pussy a cock sucking little cunt blow me you fucking little asswipe,no
asswipe titty,no
"@fuechsin23 ""don't make me say it asswipe"" ""sucjy dick whenever i want""",no
@realdonaldtrump you're a giant brown asswipe and your shorts are yellow!,no
